lh_gm_vol_0,lh_gm_vol_1,lh_gm_vol_2,lh_gm_vol_3,lh_gm_vol_4,lh_gm_vol_5,lh_gm_vol_6,lh_gm_vol_7,lh_gm_vol_8,lh_gm_vol_9,lh_gm_vol_10,lh_gm_vol_11,lh_gm_vol_12,lh_gm_vol_13,lh_gm_vol_14,lh_gm_vol_15,lh_gm_vol_16,lh_gm_vol_17,lh_gm_vol_18,lh_gm_vol_19,lh_gm_vol_20,lh_gm_vol_21,lh_gm_vol_22,lh_gm_vol_23,lh_gm_vol_24,lh_gm_vol_25,lh_gm_vol_26,lh_gm_vol_27,lh_gm_vol_28,lh_gm_vol_29,lh_gm_vol_30,lh_gm_vol_31,lh_gm_vol_32,lh_gm_vol_33,rh_gm_vol_0,rh_gm_vol_1,rh_gm_vol_2,rh_gm_vol_3,rh_gm_vol_4,rh_gm_vol_5,rh_gm_vol_6,rh_gm_vol_7,rh_gm_vol_8,rh_gm_vol_9,rh_gm_vol_10,rh_gm_vol_11,rh_gm_vol_12,rh_gm_vol_13,rh_gm_vol_14,rh_gm_vol_15,rh_gm_vol_16,rh_gm_vol_17,rh_gm_vol_18,rh_gm_vol_19,rh_gm_vol_20,rh_gm_vol_21,rh_gm_vol_22,rh_gm_vol_23,rh_gm_vol_24,rh_gm_vol_25,rh_gm_vol_26,rh_gm_vol_27,rh_gm_vol_28,rh_gm_vol_29,rh_gm_vol_30,rh_gm_vol_31,rh_gm_vol_32,rh_gm_vol_33,volume_paths
2831,2138,6771,3764,1922,10852,15856,11482,3774,11865,7791,7736,5587,14192,2252,3355,6023,2277,4258,3273,11016,3946,13649,10416,2758,16860,25213,13750,13043,11027,809,1922,1563,7509,2937,2139,6388,4423,1628,11288,18596,11756,2049,12054,7312,9172,5744,14014,2424,4273,4137,2833,4342,3846,10639,5240,14384,10657,1613,20054,24525,14985,13016,9549,962,2120,1028,7767,/data/users2/kwang26/aibm_hcp_normalized/257542_3T_T1w_MPR1.nii.gz
1931,2120,5253,3133,1219,8353,10785,9268,1760,8983,6503,5507,4340,10346,1638,2925,4257,1838,3131,2336,7855,3344,10625,7993,2772,13804,18461,10993,11006,10487,681,2001,1340,5892,2160,1976,5254,3059,1116,7911,13864,8822,2309,10788,6844,5712,5136,10650,1421,3463,3659,2240,3963,2248,8256,3349,10740,8394,2181,13540,20055,10755,10681,10029,960,1976,1061,5600,/data/users2/kwang26/aibm_hcp_normalized/192035_3T_T1w_MPR1.nii.gz
2387,1961,7174,3450,1986,10989,11432,13009,2688,11107,8362,7599,6390,11600,2321,3808,5233,2048,3552,3208,9838,3885,14377,10145,3306,19097,25129,15139,14096,12978,806,2881,1618,7265,2770,2210,6334,3771,1965,12239,14293,7401,2495,11644,8038,8746,5581,12878,2850,4155,4604,2901,4521,3226,10433,3048,15450,11437,2249,20661,23647,14949,14282,11268,1266,2596,1157,7022,/data/users2/kwang26/aibm_hcp_normalized/150928_3T_T1w_MPR1.nii.gz
3021,2483,7816,3626,2261,10965,16785,15089,3038,13215,8607,7984,6187,12962,2908,3789,6394,1803,4799,3570,9170,3791,14752,10727,3588,19412,25175,15778,14395,11610,881,2366,1205,7557,4142,3494,6996,3860,1775,8542,17376,10910,2660,13434,8476,10666,6715,15651,2732,4756,4705,3128,4772,3863,8214,4109,14628,11222,2648,21660,24517,17422,13162,14597,1653,2303,1066,8116,/data/users2/kwang26/aibm_hcp_normalized/926862_3T_T1w_MPR1.nii.gz
2347,2087,6161,3282,1533,10865,13625,13368,2657,11903,8260,6645,5380,11864,1991,3152,6428,2088,3110,3132,9894,3083,13155,10432,2993,16819,21717,13467,12201,10635,704,1969,1170,6598,2506,1328,5517,3340,1387,9698,15441,10848,2744,10678,7183,7578,5152,13573,2118,4423,4828,2521,3938,3090,10009,2288,15422,12016,1611,17556,22368,14335,13200,11003,1168,2043,955,7558,/data/users2/kwang26/aibm_hcp_normalized/872764_3T_T1w_MPR1.nii.gz
3387,2848,5795,4048,2407,12819,13425,13940,3210,13342,9119,8278,6275,13413,2814,3483,5485,2355,4978,3976,10713,3522,16127,11554,2771,20358,25799,15644,13228,14061,835,2822,1680,7976,2782,2665,5008,4152,2376,9753,20030,12356,2895,12004,8596,9589,7012,15655,2383,3690,3449,3619,4958,4729,8954,3929,16698,12149,2533,20764,25259,16952,13168,11170,1218,2015,1099,8797,/data/users2/kwang26/aibm_hcp_normalized/100610_3T_T1w_MPR1.nii.gz
3464,4014,7652,3842,1693,13472,15042,15428,3153,15727,10189,9071,7014,15116,3261,4356,6460,2700,5291,2709,12780,3610,16250,13435,4382,19611,27239,16873,16022,14362,984,2679,1383,9053,2620,2357,7608,3811,1687,13268,17855,16429,2566,15638,9718,7761,7647,14925,2348,5048,7091,2999,6444,3186,12449,4525,16142,14339,3140,20417,25862,16960,15416,15094,1121,2220,1720,9178,/data/users2/kwang26/aibm_hcp_normalized/889579_3T_T1w_MPR1.nii.gz
2385,1424,9369,3205,1639,10223,12509,11433,2966,12717,7760,6384,6367,9988,2399,4574,4500,1822,2908,2451,13454,3282,18205,10723,3056,19448,25431,13236,11825,11733,716,2544,1888,6918,1990,1557,9337,3222,1607,10391,17227,10206,2596,12050,8424,6276,6134,11983,2241,4782,3861,2579,3808,3149,11842,3376,16336,11058,2135,19125,26611,14777,11945,11615,990,2613,1507,8077,/data/users2/kwang26/aibm_hcp_normalized/175540_3T_T1w_MPR1.nii.gz
2942,2383,8387,3410,2149,15043,14187,13113,2798,12538,9386,9139,5928,11853,2292,3790,5911,2282,3281,3021,12542,3326,13243,12469,3431,19104,25986,15256,12653,11753,829,2568,1295,6788,2271,2110,6247,3539,2853,12766,17286,13594,2816,13652,8458,9347,6219,13491,2582,4005,4995,3323,4347,3668,11350,3248,13565,12466,2908,21609,25029,15459,11792,11895,1233,2317,956,7390,/data/users2/kwang26/aibm_hcp_normalized/849971_3T_T1w_MPR1.nii.gz
3341,1593,4863,2960,1544,11524,12936,11220,2086,10132,6728,6930,4382,11869,2348,3102,4523,1929,3255,2663,11421,3301,12920,9373,2268,14948,20082,11760,11458,10500,475,2766,1049,5850,3289,1597,3894,2922,1208,8223,15299,9582,1755,9119,6596,7554,4903,15275,2344,5221,3798,2670,4186,2913,8981,3119,13435,7633,1599,16655,22798,12342,12024,11030,1058,2040,754,5690,/data/users2/kwang26/aibm_hcp_normalized/917558_3T_T1w_MPR1.nii.gz
3603,2933,8022,4018,1788,12159,14293,12389,3428,12434,8959,10872,5774,12859,2318,4158,6928,1994,3938,3763,12378,3530,15069,11555,3661,16035,24546,15732,13187,13320,803,2821,1485,7212,2717,2235,7320,4849,1662,10160,18510,13462,2941,12046,8891,9731,5654,14980,2338,6052,4827,3008,4848,4329,12470,4029,15375,11006,2215,19529,25542,16642,12377,12882,953,2900,1057,7222,/data/users2/kwang26/aibm_hcp_normalized/513736_3T_T1w_MPR1.nii.gz
2764,1916,7419,4218,2530,11755,13838,12427,2849,15145,7663,8944,6370,12095,2444,3604,5583,2242,4819,3589,11408,3442,15700,11757,3199,18158,25650,16457,12395,11758,635,2825,1202,7618,2277,2707,5724,5049,2128,12355,16386,13878,3018,14872,8275,8615,5598,12107,2274,3736,5524,3007,5097,4219,10409,3644,17032,13289,2588,18313,22851,16292,11742,12458,1246,2766,1225,8051,/data/users2/kwang26/aibm_hcp_normalized/792867_3T_T1w_MPR1.nii.gz
3433,2724,6825,2615,1590,11023,13336,11343,3058,10726,7896,5065,5475,12960,1733,4052,6016,2170,4193,2117,9302,3625,14924,10457,3048,18575,22715,12862,11905,11569,860,2364,1097,7495,2067,2427,6693,3193,1698,10297,17311,10584,2348,11577,8366,4955,6038,13123,1851,4409,4803,2875,6179,2324,10707,3221,13521,11953,2423,19437,24849,11779,13277,9941,1086,2461,1163,8079,/data/users2/kwang26/aibm_hcp_normalized/172130_3T_T1w_MPR1.nii.gz
2441,1338,8593,2784,2371,9162,12212,10070,1820,11425,7733,6140,6336,9526,2754,4105,5382,2068,3406,2652,9666,2859,14651,9887,2982,18082,23052,12586,12227,10594,835,2438,1125,6988,2242,2148,7599,2949,1686,11086,14787,10280,1875,9342,7171,6879,5590,11187,2531,4840,5120,2840,4755,3428,8709,3442,14505,10544,2069,18806,20586,12493,11978,11140,933,2688,1109,7571,/data/users2/kwang26/aibm_hcp_normalized/107725_3T_T1w_MPR1.nii.gz
3284,2153,10581,3351,1840,11101,17192,13655,2595,11802,7823,6665,6473,11157,2167,4294,7441,2159,4839,2349,9325,3874,14370,13122,3347,19435,23865,13916,12393,12104,967,2575,1289,7980,3319,3035,8213,3667,1819,9680,19786,12469,2369,10499,8069,6282,6658,14595,1796,5053,5519,2592,7341,2648,10266,3911,16640,13536,2592,19716,26948,14689,12854,14370,1034,2792,1037,8886,/data/users2/kwang26/aibm_hcp_normalized/679770_3T_T1w_MPR1.nii.gz
2420,1932,5926,3105,1586,11336,10567,8999,2359,11000,7763,7363,4101,9239,2229,3371,4662,2129,3722,2625,9246,3295,12554,9854,2424,14837,20401,10732,10559,11422,657,2334,1237,6898,2562,1703,6119,3051,1511,8579,14195,7969,2450,11537,6686,7333,4963,11754,2123,4810,4362,2460,3375,3105,9284,2949,11971,9228,926,16355,21733,11138,10851,9375,869,2321,847,6854,/data/users2/kwang26/aibm_hcp_normalized/151829_3T_T1w_MPR1.nii.gz
3615,1661,5315,3981,2141,13737,16831,14306,2574,12989,8971,8163,5515,14063,2155,4462,6569,2481,4659,3283,10938,4510,16226,11555,3240,22135,28922,13763,11574,10843,836,2181,1182,8433,3203,2677,8139,3649,1767,13985,17468,11620,3253,12659,8970,7142,6597,15521,2384,5007,5765,3677,5811,3048,10212,4737,16122,12802,2632,19280,26002,14062,12778,13247,993,2095,1308,8942,/data/users2/kwang26/aibm_hcp_normalized/146129_3T_T1w_MPR1.nii.gz
3739,1937,5948,3114,2629,8760,17004,12099,3363,11223,7921,7434,5606,10937,2235,3204,4343,2279,4442,2535,10845,3212,14325,10682,2959,15443,24707,12860,12481,12100,842,2917,1086,7444,3244,2288,4530,3546,2675,11390,17515,11345,3151,11990,8253,7827,5992,12122,2207,4229,4269,2636,5037,4083,9574,3440,15974,11485,2292,16140,24244,11288,12155,11447,1038,2485,1040,7853,/data/users2/kwang26/aibm_hcp_normalized/707749_3T_T1w_MPR1.nii.gz
2641,1556,7311,3498,1563,10318,15186,11487,2750,12661,7880,8568,5887,12721,1947,3472,4766,2095,3937,3192,11309,3215,15274,10841,2455,19407,24617,13389,13710,10323,989,3008,1379,6744,2909,1390,6736,3233,1860,11000,16780,12068,2313,13609,7601,7210,5609,13726,2386,4286,5060,3003,4772,3750,10768,3690,16167,10740,2767,18723,23471,13999,11757,10778,1279,2772,1003,7341,/data/users2/kwang26/aibm_hcp_normalized/236130_3T_T1w_MPR1.nii.gz
2922,2432,8508,4531,2086,10921,11240,14239,2572,11270,8635,8861,5355,13236,2036,3533,3821,2596,3926,3056,9810,4162,15248,12096,3962,17999,23016,15218,12730,15087,837,2717,1567,7640,2595,2872,7659,4213,2133,12347,16110,13829,2351,13818,8656,8079,5947,13287,2106,4517,4361,3166,4451,3286,9998,4568,15216,11033,2708,19333,22246,14307,11650,14168,1232,2809,1085,7653,/data/users2/kwang26/aibm_hcp_normalized/172433_3T_T1w_MPR1.nii.gz
3001,1645,6843,3038,1489,12126,13753,10171,2664,9815,8135,8013,5306,9793,2263,3074,5915,1912,3064,3317,9353,3460,12554,10335,2594,14901,21100,13141,13429,11163,736,2358,1241,6375,2213,2094,7050,3242,1448,12065,15363,10685,2133,10536,7551,7398,4994,12245,1878,4357,4532,2781,4174,3487,9218,2880,11740,11143,1732,14983,22956,13540,12362,13009,835,1853,921,7327,/data/users2/kwang26/aibm_hcp_normalized/992673_3T_T1w_MPR1.nii.gz
2280,2084,6548,3659,1653,9804,10119,10511,2083,11673,7269,7202,4328,9178,1574,3283,4152,1710,3064,2848,9042,3441,12821,10266,2211,15291,21041,12187,10305,9543,621,2284,1518,6046,2031,2133,5956,3140,1438,10625,15704,9322,1905,10877,6707,7628,5229,11104,1994,3969,4897,2560,3926,3170,8630,3443,10619,9877,2166,15569,20597,11059,11396,8617,1257,2001,1082,6416,/data/users2/kwang26/aibm_hcp_normalized/767464_3T_T1w_MPR1.nii.gz
2125,1650,5736,2348,1386,9843,11281,7504,2213,9152,6818,5533,4468,7999,1803,3790,4447,2107,4010,2198,7817,2914,14641,7255,2416,18215,22721,11157,11215,8962,740,1912,905,6141,2765,2498,5257,2434,1093,8161,12262,8175,2218,8432,6877,5342,4356,9596,1852,4282,3951,2943,5543,2266,7376,2611,13281,8704,2376,16956,22196,12264,9932,9058,949,2071,797,6901,/data/users2/kwang26/aibm_hcp_normalized/179245_3T_T1w_MPR1.nii.gz
3356,2309,9164,4324,2505,12893,15321,11758,3143,13160,9367,8618,6724,12760,2254,4248,5180,2559,4788,3503,12059,3717,17394,12959,3798,20749,29347,15675,16411,14394,962,2179,1502,8163,3268,3070,7504,4146,2094,12086,18014,10913,3094,14809,9262,8066,7409,14781,2498,3892,4229,3268,5152,3399,11806,4010,16014,13668,2543,22737,29304,16280,14435,13652,1522,2377,1215,8100,/data/users2/kwang26/aibm_hcp_normalized/611938_3T_T1w_MPR1.nii.gz
2589,1666,7718,2757,1974,10610,14482,11694,2835,10669,6720,6001,4709,8688,2494,3029,5281,1805,4680,2272,9336,3010,12152,9186,2953,16056,20747,12645,11547,10844,628,2455,1424,6932,2430,1535,6070,2896,1824,10607,14865,12154,2458,9990,6729,6525,5632,10627,2119,3238,3637,3013,4777,2473,10378,2616,14069,10507,1888,16630,22280,12593,11443,11003,1104,2484,1036,6804,/data/users2/kwang26/aibm_hcp_normalized/744553_3T_T1w_MPR1.nii.gz
2311,2123,6441,3648,2130,10594,15198,10698,2324,11681,8125,6838,5009,11386,2082,4702,4737,2461,3667,2523,9597,3141,14600,10634,3203,15968,23874,15700,13588,11906,580,2200,1319,6796,2910,1964,6129,3882,1776,11592,16046,10364,2240,11782,7719,6799,5813,11124,2394,5182,4427,2860,3723,3255,9644,3427,15517,11302,2211,15905,24532,15373,12979,11960,1277,2180,1116,6429,/data/users2/kwang26/aibm_hcp_normalized/200109_3T_T1w_MPR1.nii.gz
3206,2394,6606,2157,1781,9995,12570,10624,2835,13151,7299,9663,5327,12243,2784,3502,7146,2184,4258,2707,8799,4233,14375,10943,3048,17673,22890,12739,14634,10139,858,2675,1450,7115,2749,2100,6894,2303,1232,9543,14148,10647,3281,12992,8462,9034,6071,13128,2732,3603,5647,3097,6108,2975,9541,3918,14235,13457,1912,16796,22870,12367,14907,10938,1265,2589,1180,7647,/data/users2/kwang26/aibm_hcp_normalized/749361_3T_T1w_MPR1.nii.gz
2326,2384,8753,3486,1751,13808,13918,12373,2846,11897,9318,7178,6020,11951,2967,3031,5340,2109,2692,2705,12096,3475,14409,11651,3834,18914,24737,12438,12842,10547,907,2519,1236,7257,3106,2485,7100,3803,1862,12428,16678,12314,2363,12013,8949,8328,6601,12588,2668,4268,3454,3412,5231,3351,11102,3339,14004,12029,2983,19174,23339,14380,13562,11246,1240,2198,1109,7944,/data/users2/kwang26/aibm_hcp_normalized/957974_3T_T1w_MPR1.nii.gz
3240,1894,7467,3362,1725,10749,16006,10574,3824,10078,9027,8824,6115,12860,2307,3140,5684,2361,4073,3452,10256,3787,14589,10244,4132,19932,28230,13504,14808,13950,863,2385,1205,8303,3795,3464,6447,3080,1893,12330,17658,11381,2704,11632,7699,8086,6932,15340,2217,4355,4101,2780,5424,3858,9885,4285,15070,10951,2757,19863,25826,13795,14531,12125,1425,2642,1013,9059,/data/users2/kwang26/aibm_hcp_normalized/209935_3T_T1w_MPR1.nii.gz
2743,2948,7669,4124,2280,12119,14806,14674,4246,14349,10961,8196,7042,15796,2406,4394,6143,2585,4708,3032,11435,3986,16622,12830,4664,20618,26499,16855,14779,13688,971,2444,1949,7738,2993,4389,7342,3683,2205,12171,17749,13760,4447,14274,10333,9218,6562,15315,2534,4686,5560,3059,5999,3327,13104,5284,17039,14066,3257,22054,26717,15893,15093,12860,1298,2420,1362,8747,/data/users2/kwang26/aibm_hcp_normalized/208327_3T_T1w_MPR1.nii.gz
2329,1493,5061,2897,1840,11503,11205,9719,1734,9406,6925,6552,5795,9259,1967,3569,4794,1779,3080,2054,8347,3273,12843,8410,2329,14572,19579,11356,10047,10749,712,2298,968,5967,2634,2409,6214,3078,1139,9531,12470,9656,2111,10336,6205,6405,4711,10361,1550,3362,3581,2337,3379,2442,9124,3063,12514,8963,2832,14356,18501,10403,10621,10099,805,2305,892,6612,/data/users2/kwang26/aibm_hcp_normalized/172938_3T_T1w_MPR1.nii.gz
3107,2484,10665,4779,2260,14822,13361,14430,3556,15053,9259,9474,7967,11621,2788,4839,6676,2726,4969,3782,13629,4615,17528,12817,4266,19658,30518,15853,16048,13932,1095,3042,2073,8999,2868,2923,8938,4137,1813,14173,20465,14166,3328,14002,9667,8363,7144,13516,2054,6053,4848,3277,4783,3744,11747,4471,17726,13640,3782,21197,32034,17087,17554,11852,1515,2606,1339,9382,/data/users2/kwang26/aibm_hcp_normalized/584355_3T_T1w_MPR1.nii.gz
2720,3116,7355,3376,1998,10144,15066,12312,3434,13553,8516,7050,6529,12253,2479,4089,5781,2290,4105,2475,11171,4298,14285,10995,3182,20409,22933,12201,13178,12313,853,2558,1450,7241,2442,2996,6963,3612,1626,11972,17229,12504,2872,11968,8142,7255,6334,15267,2075,5564,3862,3037,5416,3163,10541,4495,15607,11470,2217,21904,22784,12896,11114,10746,1161,2032,906,7560,/data/users2/kwang26/aibm_hcp_normalized/141119_3T_T1w_MPR1.nii.gz
2843,2095,8613,3777,1765,14028,15059,15013,2441,13395,9371,7850,6098,13286,2694,4270,7797,2397,3871,3705,11813,4440,16032,12057,2976,23355,28921,14253,14557,14934,918,2465,1380,8835,2566,3391,7079,3669,2181,13783,18952,12407,2808,13467,9511,8296,6091,16688,2320,4244,5566,4234,5839,3569,11832,3676,18213,12258,3477,22564,26511,17180,13650,11993,1112,1933,1445,9230,/data/users2/kwang26/aibm_hcp_normalized/495255_3T_T1w_MPR1.nii.gz
2766,2018,7079,3159,1853,11418,13538,10656,2281,13110,7432,6818,6024,10655,2184,4261,4662,1995,3970,2859,8964,4105,12947,9789,2671,13794,21219,11551,13019,10126,720,2572,1115,7237,2479,2322,6905,3179,1879,11813,15517,10529,2371,11628,6895,6957,5417,11507,1696,5058,4331,2290,4607,3166,8802,4193,13934,10865,2612,14945,20550,12966,13164,10201,1007,2419,946,7642,/data/users2/kwang26/aibm_hcp_normalized/212116_3T_T1w_MPR1.nii.gz
2079,1913,5680,3300,1798,10054,12804,10924,2884,10840,8266,6559,5564,11926,1973,3087,5086,1980,4001,2384,8860,3135,12826,9923,2847,15010,22057,12709,11592,9846,812,1702,1463,6721,2197,1821,5835,3191,1722,9867,15972,10940,2232,9187,8117,6597,4750,11817,1786,3344,4846,2829,5594,2745,8275,3461,12671,10028,2858,15042,21653,14722,10811,9527,1023,1895,801,8107,/data/users2/kwang26/aibm_hcp_normalized/445543_3T_T1w_MPR1.nii.gz
1854,2003,5016,2768,1323,9178,9071,9462,1950,9097,6600,5566,5150,8200,1676,3322,4867,2021,3006,2333,8137,3045,12764,8872,2655,12484,19533,11785,10210,10648,877,2233,1345,6062,1698,1508,4970,2512,1552,8241,13478,9692,1911,9568,6927,5439,5106,9483,1702,3836,3978,2191,3554,3081,7660,2923,12783,9218,1923,14305,19726,11376,9137,7704,982,2362,1051,6019,/data/users2/kwang26/aibm_hcp_normalized/175439_3T_T1w_MPR1.nii.gz
3264,3301,9940,4058,2631,14129,19476,18177,3753,16688,10039,9735,7996,12654,2637,3664,7642,3177,5703,3666,11977,3989,18011,15345,4436,26409,30845,19001,15431,15685,1048,2336,1545,9323,3496,2548,8758,4465,2139,14376,22106,17183,3055,14766,10397,9358,7525,14041,2598,4197,5402,4000,6305,3877,14790,4755,20576,16969,2945,24856,33287,18811,16207,12991,1842,2880,1087,9650,/data/users2/kwang26/aibm_hcp_normalized/200210_3T_T1w_MPR1.nii.gz
2482,1990,5415,2357,1635,11105,10930,11108,2164,8217,7131,5866,5558,10229,1867,3478,4483,2153,2735,1564,9593,2927,12474,8298,2650,12599,19210,10680,12797,10652,748,2144,1186,6238,2396,2983,4645,2565,1431,9989,14567,9505,2112,8701,6984,5346,4484,11047,1823,3831,3274,2650,4053,1948,8646,3055,11797,8820,2170,14619,18059,11428,12458,9292,769,2369,797,6210,/data/users2/kwang26/aibm_hcp_normalized/745555_3T_T1w_MPR1.nii.gz
2840,2291,8497,3673,1279,8897,12331,9402,2946,10955,7346,8104,6742,11640,2172,4180,4534,2615,3927,3556,10725,3391,14016,12084,3506,20982,25138,14605,12545,10603,997,1845,1434,6000,2076,1133,6014,3680,1149,9655,14238,10538,2688,10672,7545,7182,5643,13199,2046,5343,6461,3794,5250,4056,10732,2509,14928,12629,2419,21213,27140,14179,11611,10545,1206,1926,1198,6688,/data/users2/kwang26/aibm_hcp_normalized/284646_3T_T1w_MPR1.nii.gz
2452,1441,6023,4231,2199,11247,12471,10592,2740,12454,8556,7724,5585,10952,2084,3604,5273,2038,4263,2867,10961,3171,14692,10383,2328,16138,23957,14542,12319,11271,710,2724,1283,7372,2579,2260,5568,3852,2037,10584,17176,11640,2649,11967,8654,6724,5114,12232,2067,4791,4126,2752,4743,2790,11516,2918,15310,11745,2720,16378,23401,13444,12348,9577,816,2306,892,7242,/data/users2/kwang26/aibm_hcp_normalized/525541_3T_T1w_MPR1.nii.gz
3145,2093,9627,4262,2079,11269,11052,12285,3510,12086,9464,7551,4933,11896,2025,4987,4554,2665,4599,3464,12499,3889,17224,12518,2868,19167,27830,14358,15612,15290,756,3012,1887,7759,3131,3030,8513,3858,1643,12657,18283,12962,2757,11440,9652,8204,6926,15615,2093,5564,6435,2979,5249,4314,10992,4844,16585,11828,2306,21113,25304,15500,12809,11497,835,2054,1407,8172,/data/users2/kwang26/aibm_hcp_normalized/131621_3T_T1w_MPR1.nii.gz
3322,1716,5420,3435,1593,10828,14098,10291,2262,10027,8349,6421,4707,11930,2098,2970,5795,2639,3249,2615,8701,3219,12546,10322,2387,15135,22112,13512,12246,12581,596,2655,1298,6236,3139,1273,4855,3220,1365,9293,18186,9263,1914,10103,8225,7181,5701,12566,1748,3294,3947,3197,3162,2970,8526,2703,12641,11256,1614,16168,22138,14880,12122,11594,1227,1885,1538,6060,/data/users2/kwang26/aibm_hcp_normalized/103414_3T_T1w_MPR1.nii.gz
2560,2180,6179,2724,1886,11006,12234,8869,1991,11013,8003,7692,5311,11412,2150,4085,4115,1699,3127,2294,9764,3785,13936,8481,2166,14315,21610,11468,12152,11720,635,2056,1088,6959,2702,2078,7006,3083,1612,11158,16029,9342,1930,10646,7214,6664,4842,11664,2234,4185,3467,2667,4353,2757,10782,2854,14248,9871,2574,13253,20724,12765,12600,10389,915,2053,973,7988,/data/users2/kwang26/aibm_hcp_normalized/877168_3T_T1w_MPR1.nii.gz
2517,2192,6292,3392,1760,11093,12234,10786,2238,11257,7708,5860,4894,8917,2000,3662,5620,2168,3222,2193,9442,2893,13221,9662,2686,13217,21353,10802,12822,10194,721,2929,1395,7608,2061,1767,6393,3498,2914,9962,15018,11903,2232,12894,7431,6747,5580,10048,1759,3777,4136,2380,4258,2432,8595,3722,13177,9795,1064,13938,21287,12921,10755,9688,940,2322,1133,7475,/data/users2/kwang26/aibm_hcp_normalized/196144_3T_T1w_MPR1.nii.gz
4042,2492,9462,4166,2973,12291,20177,14123,3367,14958,10974,8620,7310,12913,3121,5159,5504,2629,4126,2243,11544,4812,17379,12667,4642,24256,28110,16928,15704,13603,1024,2940,1106,9614,3505,2854,8597,4231,2716,11865,23942,14692,3267,14728,9966,9334,7488,15811,2446,5911,6261,3112,5065,2949,12724,3936,19356,14028,2670,23426,27584,16073,15293,10994,1533,2140,1062,9800,/data/users2/kwang26/aibm_hcp_normalized/878776_3T_T1w_MPR1.nii.gz
2490,2130,5162,3132,1477,8657,10998,7267,2228,10983,6290,7285,4222,9226,2139,2936,4536,1678,2559,2583,10557,3152,12530,8973,2518,13011,16118,10431,10582,8156,658,1811,1005,6460,3019,1779,5264,3234,1395,8429,14096,9580,2025,10447,6468,5948,4750,9948,2106,3673,3534,2502,3550,3038,8087,2835,12246,9120,1583,13040,17398,11283,9687,10053,897,1988,862,6420,/data/users2/kwang26/aibm_hcp_normalized/581349_3T_T1w_MPR1.nii.gz
3143,1903,8446,4024,2173,12119,16853,15017,3152,14593,10141,9010,6055,14323,3176,4449,7762,2412,4689,2677,11564,4115,15196,13486,3860,20329,25991,15335,12937,14548,779,2487,1924,8104,2856,2753,7946,4274,1821,11222,20236,15310,2481,17067,9780,8925,6772,14346,2518,4418,5040,3002,5110,3216,10945,3938,16366,14106,3048,20410,27581,15068,14432,13373,1136,2709,1427,7958,/data/users2/kwang26/aibm_hcp_normalized/927359_3T_T1w_MPR1.nii.gz
2460,1898,6886,3813,1757,10308,11213,12272,2323,11365,8924,6922,5898,10280,2090,3910,6691,2341,3321,2882,10256,3117,12395,10218,2883,18490,24041,14145,13764,11437,767,1970,1083,5823,2174,2276,6244,3392,1431,9893,14868,11103,2063,12969,8070,9510,5698,10846,1688,4757,4051,2911,5395,3291,9635,3582,15559,10450,2052,18539,22506,14902,12562,10940,970,2588,1099,5839,/data/users2/kwang26/aibm_hcp_normalized/104012_3T_T1w_MPR1.nii.gz
2720,1507,8157,2938,1688,9487,12027,11331,2458,8557,7606,7078,5946,11626,1982,4395,5147,1949,2907,2536,10735,2958,12110,10403,3035,14793,24559,11994,11136,10402,843,2500,1107,6158,2286,2748,6834,3084,1345,9343,13559,10411,2451,10124,8858,7121,4868,11756,1571,3883,5645,2709,3797,2050,9168,3294,14278,11093,2255,16147,21881,12760,11352,11087,1147,2321,929,6945,/data/users2/kwang26/aibm_hcp_normalized/228434_3T_T1w_MPR1.nii.gz
3228,2206,8645,3996,1973,12319,16698,13222,2973,15325,10180,9141,6381,13640,2344,4268,6351,2332,4046,3258,11992,4096,16757,11340,2562,20325,30865,14669,15803,17236,1142,2659,1737,9099,3543,2280,8023,4174,1626,11679,20770,15157,2839,12373,9830,8643,6085,18176,2442,4926,5743,2930,5501,3433,12444,4541,17456,12367,3074,20759,29736,17416,16050,12681,1378,2883,1309,10341,/data/users2/kwang26/aibm_hcp_normalized/198451_3T_T1w_MPR1.nii.gz
2931,1891,6976,4188,1690,12763,14148,13811,3138,13674,9160,8150,6838,12440,2229,4341,6610,2461,4046,3001,13106,4262,16242,12390,3152,21991,27076,14780,13712,11034,1009,1826,1424,7506,2821,3800,8324,4017,1966,11549,17815,12452,3999,13715,9408,7891,6278,12685,2188,4465,4609,2862,6263,3426,13950,4305,15681,12816,3783,20835,25830,15063,14333,12625,1343,2233,1071,8030,/data/users2/kwang26/aibm_hcp_normalized/145127_3T_T1w_MPR1.nii.gz
3353,2199,10083,3758,2096,10737,16263,15558,2999,12446,8753,8658,6140,12232,2272,3384,5863,2205,3527,3152,11567,3597,15365,12770,3260,18963,24273,15249,13777,15092,929,2722,1494,7031,3342,2415,8406,4095,1463,12203,19884,13539,2706,12806,8734,8701,5872,15003,2182,5160,4684,2883,4156,3254,11325,3502,15926,12467,1888,18187,24301,14308,13598,13384,981,1820,1450,7520,/data/users2/kwang26/aibm_hcp_normalized/199150_3T_T1w_MPR1.nii.gz
